2458561.85024 17.497 0.013 4.73 373.0
2458562.79639 17.459 0.019 6.93 550.0
2458562.90551 17.483 0.016 5.92 465.0
2458563.85917 17.488 0.013 4.26 550.0
2458564.81782 17.503 0.013 4.09 468.0
2458564.91141 17.480 0.014 4.38 612.0
2458565.88417 17.446 0.012 3.73 459.0
2458566.84152 17.462 0.012 4.07 505.0
2458567.87014 17.427 0.019 4.65 1296.0
2458573.91430 17.420 0.014 6.01 325.0
2458574.87766 17.427 0.012 5.76 237.0
2458575.77359 17.426 0.012 5.58 260.0
2458575.87193 17.432 0.013 6.14 263.0
2458576.79958 17.402 0.013 6.89 261.0
2458576.89802 17.401 0.014 7.47 236.0
2458577.83517 17.425 0.015 6.50 318.0
2458578.74187 17.435 0.012 5.20 303.0
2458578.83209 17.416 0.012 5.41 313.0
2458579.73162 17.424 0.013 5.68 355.0
2458579.81866 17.425 0.014 5.69 366.0
2458580.71123 17.402 0.013 5.72 359.0
2458580.81317 17.421 0.012 5.50 279.0
2458581.70970 17.360 0.012 5.65 322.0
2458581.90906 17.371 0.011 4.01 383.0
2458582.85714 17.360 0.014 7.12 313.0
2458583.79790 17.384 0.011 5.63 271.0
2458584.76065 17.398 0.011 5.35 250.0
2458585.73199 17.375 0.013 6.82 284.0
2458586.70110 17.357 0.012 6.20 292.0
2458587.68871 17.325 0.014 6.40 397.0
2458587.89868 17.353 0.010 3.85 309.0
2458588.82653 17.371 0.009 3.68 240.0
2458589.77154 17.378 0.011 4.22 394.0
2458590.72381 17.340 0.012 5.36 486.0
2458591.71809 17.330 0.013 5.30 595.0
2458592.73278 17.342 0.016 5.25 874.0
2458593.72530 17.340 0.017 5.89 924.0
2458594.69702 17.323 0.016 5.50 742.0
2458594.91005 17.357 0.013 4.06 730.0
2458599.65663 17.353 0.017 6.96 432.0
2458599.78029 17.334 0.012 5.84 319.0
2458599.91294 17.300 0.011 4.90 345.0
2458600.76913 17.323 0.010 4.96 297.0
2458601.69704 17.333 0.010 5.25 282.0
2458602.68321 17.311 0.010 5.03 260.0
2458602.92910 17.321 0.011 3.84 513.0
2458603.85505 17.318 0.010 4.03 274.0
2458604.80504 17.313 0.012 6.10 259.0
2458605.71490 17.367 0.011 5.20 275.0
2458606.68709 17.347 0.010 4.27 270.0
2458606.93212 17.357 0.011 3.89 490.0
2458607.83535 17.355 0.011 4.22 328.0
2458608.77889 17.314 0.010 3.99 340.0
2458612.73938 17.361 0.012 6.09 227.0
2458613.63783 17.383 0.015 6.65 346.0
2458613.85347 17.374 0.011 4.21 361.0
2458614.72078 17.416 0.017 7.16 352.0
2458615.66097 17.365 0.013 6.38 287.0
2458615.92721 17.387 0.013 5.54 343.0
2458616.82338 17.388 0.010 3.45 298.0
2458617.70368 17.394 0.011 4.08 349.0
2458618.64356 17.374 0.013 5.94 428.0
2458618.88405 17.402 0.015 5.31 565.0
2458619.75570 17.371 0.013 5.38 416.0
2458620.67500 17.420 0.014 5.37 453.0
2458621.67379 17.448 0.025 7.64 700.0
2458621.92299 17.410 0.019 5.51 943.0
2458626.69869 17.434 0.016 6.52 429.0
2458626.81244 17.440 0.014 4.91 484.0
2458626.90149 17.421 0.015 5.07 599.0
2458627.68853 17.427 0.011 4.72 271.0
2458635.65916 17.490 0.012 4.96 250.0
2458635.88363 17.497 0.017 6.68 413.0
2458636.70481 17.544 0.013 5.28 266.0
2458637.56290 17.489 0.013 5.62 365.0
2458637.77070 17.518 0.011 3.96 299.0
2458638.65223 17.492 0.011 5.22 225.0
2458639.63050 17.524 0.010 4.16 303.0
2458640.57254 17.528 0.015 6.66 312.0
2458640.79750 17.525 0.013 4.83 286.0
2458641.64461 17.499 0.011 4.39 343.0
2458642.84691 17.543 0.014 4.47 392.0
2458643.68540 17.527 0.011 3.78 279.0
2458644.55504 17.521 0.015 5.98 390.0
2458644.79100 17.539 0.015 5.48 342.0
2458646.61476 17.539 0.018 7.54 311.0
2458646.86246 17.554 0.022 7.76 418.0
2458647.76138 17.559 0.015 5.50 380.0
2458648.67566 17.563 0.018 6.29 455.0
2458649.59324 17.552 0.023 6.74 734.0
2458655.53701 17.580 0.014 6.50 381.0
2458656.63275 17.597 0.013 4.86 381.0
2458656.87657 17.567 0.021 7.25 583.0
2458657.75124 17.589 0.013 4.67 258.0
2458658.57559 17.576 0.011 4.95 228.0
2458660.65460 17.578 0.012 4.91 223.0
2458661.53136 17.587 0.015 6.29 310.0
2458662.57558 17.625 0.016 6.36 291.0
2458664.52751 17.601 0.015 6.16 253.0
2458664.75630 17.645 0.012 4.91 214.0
2458666.51673 17.639 0.019 6.51 466.0
2458666.74859 17.605 0.017 7.59 239.0
2458667.61987 17.590 0.015 5.71 268.0
2458668.46442 17.585 0.022 7.49 572.0
2458668.71740 17.635 0.012 4.56 197.0
2458669.51584 17.623 0.018 6.73 375.0
2458669.76580 17.622 0.012 4.32 271.0
2458670.56528 17.666 0.012 4.50 281.0
2458671.63924 17.650 0.017 7.38 219.0
2458673.68867 17.639 0.012 4.46 249.0
2458674.65827 17.629 0.014 5.68 228.0
2458675.62385 17.664 0.015 3.66 616.0
2458675.82732 17.625 0.017 6.15 364.0
2458676.53214 17.643 0.015 4.62 434.0
2458676.78020 17.631 0.017 5.10 516.0
2458681.49830 17.613 0.023 5.97 864.0
2458681.65513 17.630 0.018 4.58 705.0
2458682.52422 17.681 0.018 5.44 491.0
2458683.49997 17.619 0.017 6.08 379.0
2458683.75553 17.690 0.021 6.47 464.0
2458684.50224 17.673 0.018 6.53 322.0
2458684.73609 17.653 0.014 4.37 339.0
2458685.56565 17.640 0.014 5.23 334.0
2458688.60824 17.669 0.017 7.22 233.0
2458689.53614 17.630 0.018 6.99 291.0
2458689.77712 17.657 0.019 6.77 349.0
2458690.52292 17.644 0.017 6.48 309.0
2458691.49018 17.629 0.012 4.37 321.0
2458691.56633 17.645 0.012 4.23 226.0
2458692.49281 17.653 0.016 5.55 373.0
2458692.60481 17.665 0.012 4.47 325.0
2458692.76812 17.626 0.020 7.17 391.0
2458693.49198 17.691 0.018 6.93 276.0
2458693.62642 17.654 0.014 5.69 224.0
2458694.52938 17.655 0.013 4.49 285.0
2458694.68805 17.649 0.010 3.39 249.0
2458695.52625 17.687 0.013 5.14 253.0
2458697.56939 17.675 0.020 7.42 253.0
2458698.49750 17.658 0.013 5.43 238.0
2458698.75249 17.649 0.013 4.41 281.0
2458699.49742 17.666 0.014 4.92 313.0
2458699.72430 17.686 0.013 4.14 274.0
2458700.59917 17.682 0.012 3.99 264.0
2458701.74169 17.737 0.017 5.68 402.0
2458702.65556 17.681 0.013 4.81 263.0
2458711.67821 17.692 0.030 6.68 983.0
2458712.51264 17.682 0.021 5.84 596.0
2458712.67244 17.700 0.022 7.16 450.0
2458713.70254 17.711 0.019 5.85 422.0
2458716.51296 17.696 0.011 3.35 239.0
2458716.69792 17.710 0.015 5.21 331.0
2458718.51427 17.667 0.012 3.94 269.0
2458718.70707 17.686 0.017 6.14 389.0
2458719.49550 17.669 0.017 6.14 283.0
2458719.65747 17.663 0.016 6.44 292.0
2458723.64737 17.687 0.014 5.07 318.0
2458724.64739 17.711 0.013 4.59 253.0
2458725.51421 17.693 0.014 4.61 320.0
2458725.67535 17.666 0.014 6.00 260.0
2458726.58764 17.727 0.014 4.43 232.0
2458726.66720 17.696 0.014 5.23 234.0
2458727.53790 17.691 0.016 5.23 297.0
2458727.65074 17.709 0.019 6.72 341.0
2458728.64237 17.730 0.015 4.72 291.0
2458729.50371 17.653 0.019 7.33 257.0
2458729.67060 17.692 0.017 6.78 288.0
2458730.58787 17.650 0.016 6.07 264.0
2458730.65431 17.696 0.016 6.10 266.0
2458731.53960 17.736 0.020 7.10 291.0
2458737.62607 17.659 0.023 6.52 591.0
2458738.59508 17.648 0.020 5.57 599.0
2458739.51041 17.666 0.018 5.44 506.0
2458740.55302 17.663 0.023 7.13 467.0
2458741.60697 17.625 0.021 6.59 493.0
2458742.60587 17.709 0.019 5.66 498.0
2458746.59767 17.664 0.019 7.27 289.0
2458748.59270 17.682 0.022 7.21 367.0
2458753.60836 17.692 0.022 7.31 374.0
2458757.58875 17.687 0.018 6.61 309.0
2458763.57341 17.661 0.025 7.11 610.0
